City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
238,touros,-5.1989,-35.4608,28.2,68,100,7.09,BR,1678130087
239,beauvais,49.4167,2.0,7.09,84,0,3.6,FR,1678130087
240,faya,18.3851,42.4509,16.29,58,12,1.72,SA,1678130088
241,mandera,3.9366,41.867,31.93,26,41,5.45,KE,1678130088
242,gizo,-8.103,156.8419,27.16,79,100,2.34,SB,1678130089
243,muravlenko,63.7898,74.523,-12.26,96,97,4.43,RU,1678130089
244,mahonda,-6.45,39.4667,27.14,76,100,6.38,TZ,1678130090
245,eureka,40.8021,-124.1637,7.57,86,100,2.24,US,1678130090
246,taikang,46.8333,124.4167,-2.41,47,100,2.97,CN,1678130090
247,rudbar,30.15,62.6,23.55,20,0,3.07,AF,1678130091
248,yenisehir,40.2644,29.6531,8.03,93,75,0.51,TR,1678129974
249,margate,51.3813,1.3862,6.06,87,100,1.34,GB,1678130091
250,georgetown,5.4112,100.3354,26.96,78,40,1.54,MY,1678130092
251,heihe,50.2441,127.4902,-9.78,95,51,1.65,CN,1678130092
252,cervo,43.6702,-7.4101,9.98,90,22,2.69,ES,1678130092
253,saldanha,-33.0117,17.9442,18.88,74,72,8.55,ZA,1678130093
254,natal,-5.795,-35.2094,30.36,74,40,5.14,BR,1678129956
255,oskemen,49.9565,82.6119,-2.21,93,100,1.31,KZ,1678130093
256,masterton,-40.9597,175.6575,9.38,90,6,0.81,NZ,1678130094
257,lompoc,34.6391,-120.4579,14.45,68,100,1.79,US,1678130094
258,belaya gora,68.5333,146.4167,-37.59,100,50,1.32,RU,1678130095
259,henties bay,-22.116,14.2845,17.57,87,42,4.76,NA,1678130095
260,san patricio,28.017,-97.5169,30.97,51,74,5.82,US,1678130095
261,karratha,-20.7377,116.8463,29.18,75,6,2.45,AU,1678130096
262,hambantota,6.1241,81.1185,24.19,100,20,2.57,LK,1678130096
263,nyimba,-14.5566,30.8149,21.32,95,97,1.77,ZM,1678130097
264,port elizabeth,-33.918,25.5701,19.16,96,100,5.66,ZA,1678130097
265,ornes,66.8689,13.7078,-6.89,84,100,2.8,NO,1678130097
266,alyangula,-13.8483,136.4192,26.26,87,100,9.94,AU,1678130098
267,goderich,43.7501,-81.7165,3.84,80,100,4.12,CA,1678130098
268,nangong,37.3581,115.3744,12.14,21,0,1.01,CN,1678130098
269,padang,-0.9492,100.3543,25.07,86,100,1.49,ID,1678130099
270,kingston,17.997,-76.7936,29.58,67,80,1.79,JM,1678130031
271,severo-kurilsk,50.6789,156.125,-0.64,91,100,4.77,RU,1678130099
272,the pas,53.8251,-101.2541,-15.87,80,88,3.11,CA,1678130100
273,saint-georges,12.0564,-61.7485,26.78,68,62,5.88,GD,1678130100
274,tukrah,32.5341,20.5791,13.26,66,20,2.26,LY,1678130101
275,clyde river,70.4692,-68.5914,-9.87,85,75,2.06,CA,1678130101
276,mino,34.8269,135.4706,7.72,55,0,0.45,JP,1678130102
277,abha,18.2164,42.5053,16.14,63,0,0.0,SA,1678130103
278,yurgamysh,55.3714,64.4656,-8.42,92,20,3.74,RU,1678130104
279,shama,33.6102,104.2852,4.49,88,89,1.26,CN,1678130104
280,bambanglipuro,-7.95,110.2833,24.0,90,99,1.98,ID,1678130105
281,palmas,-10.2128,-48.3603,31.93,58,40,3.09,BR,1678130105
282,totoral,-17.4053,-70.365,19.32,78,100,3.5,PE,1678130106
283,opuwo,-18.0607,13.84,22.55,38,34,3.4,NA,1678130108
284,warren,39.4334,-84.1666,22.96,38,0,6.69,US,1678130109
285,codrington,-38.2667,141.9667,13.77,76,77,6.87,AU,1678130109
286,port lincoln,-34.7333,135.8667,15.53,68,52,4.71,AU,1678130110
287,raga,8.4596,25.678,30.44,26,8,2.14,SS,1678130110
288,mayo,38.8876,-76.5119,15.67,46,0,4.47,US,1678130111
289,onega,63.9061,38.1404,-15.27,98,69,2.76,RU,1678130112
290,shalya,57.2471,58.7298,-6.64,96,92,2.83,RU,1678129982
291,werder,52.3787,12.934,1.72,92,100,2.23,DE,1678130112
292,broken hill,-31.95,141.4333,15.73,60,0,6.12,AU,1678130113
293,ambilobe,-13.2,49.05,24.02,95,98,1.44,MG,1678130114
294,prachin buri,14.0833,101.6667,22.92,53,0,0.72,TH,1678130115
295,anadyr,64.75,177.4833,-30.72,76,0,5.0,RU,1678130116
